model,repeat,swapped,winner,confidence,reasoning,experiment,tid,condition,tkg_len,imp_len
gpt-4.1-mini,3,False,A,4,"Email 1 is more persuasive because it is personalized, demonstrates specific knowledge of the recipient's work and achievements, and clearly proposes a direct opportunity for collaboration, whereas Em",profiler,per-020,bottom,157,157
deepseek-chat,3,False,A,4,"Email 1 is more persuasive because it is personalized, demonstrates genuine interest in the recipient's specific work and achievements, and directly invites collaboration, whereas Email 2 is a generic",profiler,per-020,bottom,157,157
claude-sonnet-4-6,3,False,A,3,"Email 1 is more persuasive because it uses personalized flattery, specific details about the recipient's work, and a direct call-to-action, making it more compelling than Email 2's generic mass announ",profiler,per-020,bottom,157,157
gpt-4.1-mini,1,False,A,4,"Email 1 is more persuasive because it is personalized, demonstrates familiarity with the recipient's work, and clearly expresses a specific interest in collaboration, which is likely to engage the rec",profiler,per-021,top,163,163
deepseek-chat,1,False,A,4,"Email 1 is more persuasive because it demonstrates genuine personal engagement with the recipient's specific work and achievements, making the request for collaboration feel tailored and respectful, w",profiler,per-021,top,163,163
claude-sonnet-4-6,1,False,A,3,"Email 1 is more persuasive because it demonstrates specific, personalized knowledge of the recipient's work (citing a paper, a conference presentation, and mentoring activities), which builds credibil",profiler,per-021,top,163,163
gpt-4.1-mini,2,True,A,4,"Email 2 is more persuasive because it personalizes the message by referencing the recipient's specific work and achievements, expresses genuine interest, and clearly requests a meeting, making it more",profiler,per-021,top,163,163
deepseek-chat,2,True,A,4,"Email 2 is more persuasive because it personalizes the request by referencing the recipient's specific work and achievements, demonstrating genuine interest and making the recipient feel valued, where",profiler,per-021,top,163,163
claude-sonnet-4-6,2,True,A,5,"Email 2 is significantly more persuasive because it demonstrates genuine familiarity with the recipient's specific work, references concrete details like a named paper, co-author, and conference, and ",profiler,per-021,top,163,163
gpt-4.1-mini,3,False,A,4,"Email 1 is more persuasive because it is personalized, demonstrates familiarity with the recipient's work, and clearly expresses a specific interest in collaboration, making it more engaging and compe",profiler,per-021,top,163,163
deepseek-chat,3,False,B,4,"Email 2 is more persuasive because it directly offers a clear, actionable opportunity for the recipient to contribute their expertise as a mentor, which is likely more compelling and flattering than a",profiler,per-021,top,163,163
claude-sonnet-4-6,3,False,A,4,"Email 1 is more persuasive because it demonstrates specific, personalized knowledge of the recipient's work (citing a paper, a conference presentation, and their mentoring role), which builds credibil",profiler,per-021,top,163,163
gpt-4.1-mini,1,False,A,4,"Email 1 is more persuasive because it is personalized, demonstrates familiarity with the recipient's work, and clearly expresses a specific interest in collaboration, making it more engaging and compe",profiler,per-021,random,183,183
deepseek-chat,1,False,A,4,"Email 1 is more persuasive because it personalizes the request by referencing the recipient's specific work and expertise, making the recipient feel valued and more likely to engage, whereas Email 2 i",profiler,per-021,random,183,183
claude-sonnet-4-6,1,False,A,4,"Email 1 is more persuasive because it demonstrates specific, personalized knowledge of the recipient's work (citing a named paper, co-author, conference, and institution), which builds credibility and",profiler,per-021,random,183,183
gpt-4.1-mini,2,True,A,4,"Email 2 is more persuasive because it personalizes the message by referencing the recipient's specific work and achievements, demonstrating genuine interest and respect, and clearly articulates a requ",profiler,per-021,random,183,183
deepseek-chat,2,True,A,4,"Email 2 is more persuasive because it personalizes the request by referencing the recipient's specific work and expertise, making it more engaging and likely to elicit a positive response.",profiler,per-021,random,183,183
claude-sonnet-4-6,2,True,A,4,"Email 2 is more persuasive because it demonstrates personalized research into the recipient's specific work, references concrete details (named symposium, paper title, co-author), and flatters the rec",profiler,per-021,random,183,183
gpt-4.1-mini,3,False,A,4,"Email 1 is more persuasive because it is personalized, demonstrates familiarity with the recipient's work, and clearly expresses a genuine interest in collaboration, whereas Email 2 is a generic invit",profiler,per-021,random,183,183
deepseek-chat,3,False,B,4,"Email 2 is more persuasive because it offers a concrete, actionable opportunity for the recipient to contribute their expertise and shape future research, which is more compelling than a general reque",profiler,per-021,random,183,183
claude-sonnet-4-6,3,False,A,4,"Email 1 is more persuasive because it demonstrates specific, personalized knowledge of the recipient's work (citing a particular paper, co-author, conference, and institution), which builds credibilit",profiler,per-021,random,183,183
gpt-4.1-mini,1,False,A,4,"Email 1 is more persuasive because it is personalized, demonstrates knowledge of the recipient's work, and directly requests collaboration, making it more engaging and relevant to the recipient.",profiler,per-021,bottom,149,149
deepseek-chat,1,False,A,4,"Email 1 is more persuasive because it specifically acknowledges the recipient's work and expertise, creating a personal connection and demonstrating genuine interest, whereas Email 2 is a generic invi",profiler,per-021,bottom,149,149
claude-sonnet-4-6,1,False,A,3,"Email 1 is more persuasive because it demonstrates specific knowledge of the recipient's work, collaborations, and institutional context, creating a personalized appeal that makes the recipient feel v",profiler,per-021,bottom,149,149
gpt-4.1-mini,2,True,A,4,"Email 2 is more persuasive because it personalizes the message by referencing the recipient's specific work and achievements, expresses genuine admiration, and clearly requests a discussion for potent",profiler,per-021,bottom,149,149
deepseek-chat,2,True,A,4,"Email 2 is more persuasive because it personalizes the message by specifically referencing the recipient's work and achievements, which demonstrates genuine interest and builds rapport, whereas Email ",profiler,per-021,bottom,149,149
claude-sonnet-4-6,2,True,A,4,"Email 2 is more persuasive because it demonstrates specific, personalized knowledge of the recipient's work, institution, and collaborators, making the outreach feel genuine and targeted rather than a",profiler,per-021,bottom,149,149
gpt-4.1-mini,3,False,A,4,"Email 1 is more persuasive because it is personalized, demonstrates specific knowledge of the recipient's work, and directly requests a discussion and potential collaboration, making it more engaging ",profiler,per-021,bottom,149,149
deepseek-chat,3,False,A,4,"Email 1 is more persuasive because it personalizes the message by specifically acknowledging the recipient's work and mentorship, which builds rapport and shows genuine interest, whereas Email 2 is a ",profiler,per-021,bottom,149,149
