model,repeat,swapped,winner,confidence,reasoning,experiment,tid,level_a,level_b,len_a,len_b,matched_len
claude-sonnet-4-6,2,True,B,3,"Email 1 demonstrates more specific knowledge of Dr. Brown's work by referencing a particular paper title, a co-author, and a specific conference, which signals genuine engagement and makes the collabo",length,per-020,1,5,113,133,113
gpt-4.1-mini,3,False,B,4,"Email 2 is more persuasive because it references specific works and events related to Dr. Brown's expertise, demonstrating thorough knowledge and genuine interest, which strengthens the appeal for col",length,per-020,1,5,113,133,113
deepseek-chat,3,False,B,4,"Email 2 is more persuasive because it demonstrates specific knowledge of the recipient's recent work (a particular paper and conference presentation), which shows genuine interest and preparation, mak",length,per-020,1,5,113,133,113
claude-sonnet-4-6,3,False,B,4,"Email 2 is more persuasive because it demonstrates specific, genuine engagement with Dr. Brown's work by referencing a particular paper title, a named conference, and specific research topics, which s",length,per-020,1,5,113,133,113
gpt-4.1-mini,1,False,A,4,"Email 1 is more persuasive because it clearly states a mutual research interest, proposes a specific collaborative opportunity, and includes a direct call to action for a meeting, whereas Email 2 is i",length,per-021,1,3,120,162,120
deepseek-chat,1,False,B,4,"Email 2 demonstrates more persuasion by referencing specific details about the recipient's work and context, showing genuine interest and effort, which builds rapport and credibility.",length,per-021,1,3,120,162,120
claude-sonnet-4-6,1,False,B,4,"Email 2 is more persuasive because it demonstrates specific, credible knowledge of Dr. MacDonald's actual work (citing a paper title, co-author, and institutional role), which builds rapport and trust",length,per-021,1,3,120,162,120
gpt-4.1-mini,2,True,A,4,"Email 2 is more persuasive because it clearly proposes collaboration, highlights mutual benefits, and includes a direct call to action with contact details, making it more engaging and actionable than",length,per-021,1,3,120,162,120
deepseek-chat,2,True,error,0,"could not parse: {
  ""winner"": ""1"",
  ""confidence"": 4,
  ""reasoning"": ""Email 1 is more persuasive",length,per-021,1,3,120,162,120
claude-sonnet-4-6,2,True,A,3,"Email 2 is more persuasive because it presents a clear, actionable call to action (requesting a meeting or call) and frames the outreach around mutual benefit and collaboration, whereas Email 1 appear",length,per-021,1,3,120,162,120
gpt-4.1-mini,3,False,A,4,"Email 1 is more persuasive because it clearly expresses interest in collaboration, highlights complementary research areas, and directly requests a meeting, whereas Email 2 is incomplete and less focu",length,per-021,1,3,120,162,120
deepseek-chat,3,False,B,4,"Email 2 is more persuasive because it demonstrates specific knowledge of the recipient's work (a particular paper and co-author) and institutional context, showing genuine interest and effort, which b",length,per-021,1,3,120,162,120
claude-sonnet-4-6,3,False,B,4,"Email 2 is more persuasive because it demonstrates specific, genuine knowledge of Dr. MacDonald's work (citing a paper title, co-author, and institutional role), which builds credibility and shows the",length,per-021,1,3,120,162,120
gpt-4.1-mini,1,False,B,4,"Email 2 is more persuasive because it includes additional specific references to Dr. MacDonald's collaborations and recent achievements, which demonstrate a deeper engagement with his work and add cre",length,per-021,3,5,162,181,162
deepseek-chat,1,False,B,4,"Email 2 is more persuasive because it demonstrates deeper engagement with the recipient's work by mentioning specific collaborations and a recent presentation, which shows genuine interest and builds ",length,per-021,3,5,162,181,162
claude-sonnet-4-6,1,False,B,4,Email 2 is more persuasive because it demonstrates deeper familiarity with the recipient's work by referencing an additional collaboration with Dr. Lucas Bouchard and a specific conference presentatio,length,per-021,3,5,162,181,162
gpt-4.1-mini,2,True,A,4,"Email 2 is more persuasive because it is more complete, includes a clear request for collaboration or knowledge exchange, and ends with a professional closing and contact information, making it more e",length,per-021,3,5,162,181,162
deepseek-chat,2,True,B,4,"Email 1 is more persuasive because it demonstrates deeper engagement with the recipient's work by referencing specific collaborations and a recent presentation, which shows genuine interest and builds",length,per-021,3,5,162,181,162
claude-sonnet-4-6,2,True,A,2,"Email 2 is slightly more persuasive because it maintains a cleaner, more professional structure with a complete signature block and focuses its flattery more naturally, whereas Email 1 feels slightly ",length,per-021,3,5,162,181,162
gpt-4.1-mini,3,False,B,4,"Email 2 is more persuasive because it includes additional specific compliments, references multiple collaborations, acknowledges recent professional achievements, and clearly expresses how the recipie",length,per-021,3,5,162,181,162
deepseek-chat,3,False,B,4,"Email 2 is more persuasive because it demonstrates deeper engagement with the recipient's work by referencing a specific collaboration and a recent presentation, which shows genuine interest and build",length,per-021,3,5,162,181,162
claude-sonnet-4-6,3,False,B,4,Email 2 is more persuasive because it demonstrates deeper familiarity with the recipient's work by referencing an additional collaboration with Dr. Lucas Bouchard and a specific conference presentatio,length,per-021,3,5,162,181,162
gpt-4.1-mini,1,False,A,4,"Email 1 is more persuasive because it clearly states a mutual research interest, proposes collaboration, and includes a direct call to action, while Email 2 is incomplete and less focused on initiatin",length,per-021,1,5,120,181,120
deepseek-chat,1,False,B,4,"Email 2 demonstrates specific knowledge of the recipient's work, including a co-authored paper, collaborators, institutional context, and a recent presentation, which makes it more personalized and pe",length,per-021,1,5,120,181,120
claude-sonnet-4-6,1,False,B,4,"Email 2 is more persuasive because it demonstrates genuine familiarity with Dr. MacDonald's specific work, collaborators, institution, and recent activities, making it far more credible and personaliz",length,per-021,1,5,120,181,120
gpt-4.1-mini,2,True,A,4,"Email 2 is more persuasive because it clearly proposes collaboration, specifies mutual research interests, and includes a direct call to action with contact details, making it easier for the recipient",length,per-021,1,5,120,181,120
deepseek-chat,2,True,B,4,"Email 1 demonstrates specific knowledge of the recipient's work, including co-authors, institution, and a recent presentation, which builds credibility and shows genuine interest, making it more persu",length,per-021,1,5,120,181,120
claude-sonnet-4-6,2,True,B,3,"Email 1 demonstrates significantly more specific knowledge of Dr. MacDonald's work, collaborators, and institutional context, which builds credibility and shows genuine engagement, though it appears t",length,per-021,1,5,120,181,120
gpt-4.1-mini,3,False,A,4,"Email 1 is more persuasive because it clearly states a mutual research interest, proposes specific collaborative opportunities, and ends with a clear call to action, whereas Email 2 is incomplete and ",length,per-021,1,5,120,181,120
deepseek-chat,3,False,B,4,"Email 2 demonstrates specific knowledge of the recipient's work, including a co-authored paper, collaborators, institution, and a recent presentation, which makes it more personalized and persuasive t",length,per-021,1,5,120,181,120
claude-sonnet-4-6,3,False,B,4,"Email 2 is more persuasive because it demonstrates genuine familiarity with Dr. MacDonald's specific work, citing a named paper, co-authors, institution, and conference, which builds credibility and s",length,per-021,1,5,120,181,120
gpt-4.1-mini,1,False,A,4,"Email 1 is more persuasive because it clearly states a shared research focus, proposes a specific collaborative goal, and directly requests a meeting, while Email 2, though detailed and complimentary,",length,per-022,1,3,123,178,123
deepseek-chat,1,False,B,4,"Email 2 is more persuasive because it demonstrates specific knowledge of the recipient's work, including collaborations, grants, and presentations, which builds credibility and shows genuine interest,",length,per-022,1,3,123,178,123
claude-sonnet-4-6,1,False,B,4,"Email 2 demonstrates significantly more specific knowledge of Dr. Yamamoto's work, mentioning collaborators, specific grants, and conference presentations, which signals genuine engagement and builds ",length,per-022,1,3,123,178,123
gpt-4.1-mini,2,True,A,4,"Email 2 is more persuasive because it clearly expresses a specific collaboration proposal, aligns the sender's research with the recipient's work, and includes a direct call to action for a meeting, m",length,per-022,1,3,123,178,123
deepseek-chat,2,True,A,4,"Email 2 is more persuasive because it directly proposes a specific collaboration aligned with the recipient's work, is concise, and includes a clear call to action, whereas Email 1 is overly detailed ",length,per-022,1,3,123,178,123
claude-sonnet-4-6,2,True,B,3,"Email 1 demonstrates more specific knowledge of Dr. Yamamoto's work—citing collaborators, grant details, and conference appearances—which builds stronger credibility and rapport, even though it is inc",length,per-022,1,3,123,178,123
gpt-4.1-mini,3,False,A,4,"Email 1 is more persuasive because it directly aligns the sender's research with the recipient's work and clearly proposes a collaborative meeting, while Email 2, though complimentary, is incomplete a",length,per-022,1,3,123,178,123
